,uid,appid,app_type,start_day,start_time,end_day,end_time,duration,up_flow,down_flow
0,3276,90,1,5,574,5,628,53,502098,14317
1,3276,90,1,5,640,5,725,85,1221773,12268
2,3276,90,1,5,754,5,785,31,163103,1486
3,3276,90,1,5,789,5,867,78,951179,15275
4,3276,90,1,5,882,5,1128,246,3263053,147576
5,416,21,1,5,35706,5,36023,316,1110497,146881
6,12847,16,1,4,85970,5,71,501,12030161,231545
7,12847,16,1,5,554,5,556,2,14486,17065
8,12847,16,1,5,865,5,1113,248,7396950,327038
9,12847,16,1,5,1115,5,1170,55,1928404,15097
10,23183,16,1,5,2129,5,2621,491,0,0
11,21226,16,1,5,26124,5,26162,37,370566,44723
12,15329,16,1,5,25876,5,25941,64,468140,33817
13,15329,16,1,5,25944,5,25985,41,58344,7395
14,15329,16,1,5,35182,5,35231,48,193511,27580
15,19641,72,1,5,3046,5,3115,68,257458,18618
16,19641,72,1,5,5262,5,6583,1320,30871923,1136753
17,19641,16,1,5,6698,5,6729,30,452755,21613
18,19641,23,1,5,6739,5,7148,408,9544445,123108
19,19641,16,1,5,8654,5,8656,1,20559,78
20,19641,16,1,5,8658,5,9889,1230,12022794,206777
21,19641,16,1,5,9946,5,10007,60,46603,20699
22,19641,16,1,5,10188,5,10798,609,11534825,108322
23,19641,16,1,5,10817,5,10825,8,18,18
24,7650,78,1,5,24048,5,24438,389,0,0
25,7650,86,1,5,24486,5,24575,88,754407,15999
26,12285,16,1,5,23234,5,24276,1042,6686898,377066
27,3016,16,1,5,31405,5,31479,73,0,0
28,9081,57,1,5,703,5,770,66,0,0
29,5491,78,1,5,4564,5,4577,13,1054870,39376
30,13053,27,1,5,36925,5,36984,58,0,0
31,22593,21,1,5,26671,5,26761,90,0,0
32,22593,49,1,5,26763,5,26774,11,0,0
33,23006,16,1,5,32742,5,33017,274,3017167,159713
34,23006,16,1,5,33018,5,33019,1,397,995
35,23006,16,1,5,33031,5,33046,14,12,12
36,23006,16,1,5,35847,5,35852,4,775,1092
37,23006,16,1,5,36221,5,36241,19,326,451
38,23006,16,1,5,36331,5,36335,4,59,59
39,23006,16,1,5,36932,5,36935,3,3662,7056
40,4738,16,1,5,80029,5,80083,54,524663,25928
41,18044,57,1,5,48289,5,48319,29,0,0
42,15235,16,1,5,85296,5,85415,119,8520204,91679
43,17003,16,1,5,72209,5,72478,269,1830276,227927
44,17003,78,1,5,29494,5,29663,168,3336525,162999
45,17003,78,1,5,29720,5,29914,194,3492428,71019
46,17003,16,1,5,36044,5,36123,79,1628091,50153
47,17003,16,1,5,40279,5,40297,18,145877,29738
48,17003,78,1,5,43516,5,43523,7,492713,24353
49,17003,78,1,5,43526,5,43528,2,62406,3105
50,17003,16,1,5,53161,5,53189,28,304058,30558
51,8932,27,1,5,86063,5,86075,11,0,0
52,8932,27,1,5,86075,5,86142,66,0,0
53,8932,27,1,5,86146,5,86174,28,0,0
54,22992,16,1,5,38516,5,38746,230,4980226,113156
55,22992,16,1,5,39155,5,39159,3,0,0
56,22992,16,1,5,39696,5,39730,33,579688,2299
57,8815,90,1,5,36681,5,37414,732,2824932,114307
58,1018,16,1,5,52251,5,52361,110,0,0
59,1969,16,1,5,32940,5,32994,53,0,0
60,1969,16,1,5,33000,5,33038,38,0,0
61,1969,16,1,5,33074,5,33252,177,297832,240988
62,1969,16,1,5,33269,5,33336,66,2795,6629
63,1969,16,1,5,33562,5,33564,1,154,0
64,1969,16,1,5,33564,5,33685,121,62139,15276
65,1969,16,1,5,33687,5,33807,120,8583,12884
66,1969,16,1,5,34013,5,34252,238,288433,95055
67,1969,16,1,5,39210,5,39351,141,201616,74416
68,1969,16,1,5,39861,5,39870,8,0,0
69,1969,16,1,5,40019,5,40022,3,1621,77
70,1969,16,1,5,40023,5,40236,212,1683939,76437
71,1969,16,1,5,40243,5,40245,2,447969,11545
72,1969,16,1,5,40398,5,40412,13,196281,51122
73,1969,16,1,5,40476,5,40532,55,85619,48737
74,1969,16,1,5,44932,5,44942,10,34990,42955
75,1969,16,1,5,44946,5,45031,85,1507184,104548
76,1969,16,1,5,46914,5,47024,110,381181,24987
77,1969,16,1,5,48157,5,48625,468,1503874,56995
78,1969,16,1,5,50732,5,50927,195,3366188,85133
79,1969,16,1,5,50929,5,50944,15,17890,9050
80,1969,16,1,5,50962,5,51011,49,395091,24517
81,1969,16,1,5,51013,5,51088,75,62033,13996
82,1969,16,1,5,51619,5,51631,12,45,12
83,1969,16,1,5,51631,5,51789,157,45800,50296
84,1969,16,1,5,52190,5,52195,5,11917,555
85,1969,16,1,5,53189,5,53191,1,0,0
86,1969,16,1,5,56476,5,56481,4,438017,13387
87,1969,16,1,5,56482,5,56491,9,132380,17343
88,1969,16,1,5,56495,5,56507,12,71014,30884
89,1969,16,1,5,53191,5,53483,292,108538,26802
90,1969,16,1,5,54162,5,54165,2,4831,3106
91,1969,16,1,5,54166,5,54226,60,41454,14850
92,1969,16,1,5,54282,5,54297,15,38454,11610
93,1969,16,1,5,54813,5,54823,10,104835,3885
94,1969,16,1,5,55376,5,55387,11,598707,2798
95,1969,16,1,5,55388,5,55751,362,3275886,132716
96,1969,16,1,5,55767,5,55893,125,1904962,85410
97,1969,16,1,5,60368,5,60380,11,0,0
98,1969,16,1,5,60696,5,60699,2,15017,11295
99,10564,10,1,5,62743,5,62901,158,7106716,115472
100,10564,10,1,5,62924,5,62943,19,109,669
101,10564,10,1,5,62957,5,63162,205,6549126,75275
102,10564,10,1,5,63192,5,64082,889,12204567,304434
103,10564,10,1,5,64155,5,64158,3,29194,4966
104,17196,16,1,5,72463,5,72736,272,9703125,102760
105,24487,16,1,5,51985,5,52234,249,0,0
106,16499,16,1,5,31951,5,31984,33,580129,60906
107,2212,16,1,5,45586,5,45604,18,71340,6609
108,2212,16,1,5,45731,5,45735,3,11442,134
109,2212,16,1,5,47813,5,47878,65,258719,52455
110,20871,78,1,5,41521,5,41538,16,0,0
111,20871,16,1,5,41554,5,41572,17,0,0
112,20871,16,1,5,41576,5,41580,4,0,0
113,20871,16,1,5,41956,5,41961,5,0,0
114,20871,78,1,5,46882,5,46987,104,0,0
115,18557,16,1,5,46835,5,46838,3,0,0
116,24318,16,1,5,63653,5,63816,162,1383631,53867
117,19174,90,1,5,61970,5,62000,30,70032,28098
118,16677,83,1,5,29684,5,29751,67,383278,9827
119,3857,16,1,5,52719,5,52883,163,790385,212563
120,14879,16,1,5,64574,5,64607,33,772535,84406
121,21402,16,1,5,69359,5,69484,125,0,0
122,21402,16,1,5,69899,5,69904,5,318284,12269
123,6754,78,1,5,71541,5,71631,89,632620,48192
124,6754,78,1,5,78366,5,78621,255,760890,58680
125,6754,78,1,5,78801,5,78925,124,650927,21557
126,18204,83,1,5,60728,5,60919,190,3466295,27689
127,18204,83,1,5,62641,5,62680,38,14182,19992
128,18204,83,1,5,62700,5,62709,9,0,0
129,18204,83,1,5,70239,5,70242,3,0,0
130,18204,16,1,5,71504,5,71509,5,25828,16209
131,18204,16,1,5,73608,5,73651,43,41080,38261
132,18204,16,1,5,73931,5,73941,9,14912,12155
133,18204,16,1,5,74035,5,74101,66,28693,25391
134,18204,16,1,5,74468,5,74478,9,12,12
135,18204,16,1,5,74774,5,74778,4,22295,14022
136,6755,78,1,5,285,5,294,8,0,0
137,6755,78,1,5,294,5,311,17,0,0
138,12398,16,1,5,2337,5,2357,19,656,455
139,438,16,1,5,1942,5,1989,46,580368,103550
140,18710,16,1,5,5374,5,5399,24,593389,89346
141,12690,16,1,5,547,5,617,69,1348560,51540
142,2357,16,1,5,51709,5,51859,149,643558,262304
143,11678,10,1,5,32164,5,32196,31,0,0
144,24265,16,1,5,29883,5,29982,98,2117974,41249
145,22687,16,1,5,46131,5,46162,30,294944,22774
146,22687,16,1,5,48510,5,49256,745,10833626,625990
147,19423,90,1,5,8281,5,8304,22,200487,28354
148,3341,16,1,5,29916,5,29948,32,1097201,102224
149,3341,16,1,5,29969,5,30043,73,1680402,43555
150,3341,16,1,5,30065,5,30117,52,1450594,5673
151,3341,16,1,5,30129,5,30254,125,1794709,31636
152,3341,16,1,5,30256,5,30399,142,5423493,42484
153,3341,16,1,5,35115,5,35118,2,19960,6741
154,3341,16,1,5,35362,5,35365,3,4577,2102
155,3341,16,1,5,35374,5,35375,1,15273,6626
156,4961,16,1,5,31567,5,31732,164,0,0
157,4961,16,1,5,32092,5,32103,10,0,0
158,4961,16,1,5,32616,5,33232,616,0,0
159,4961,16,1,5,33404,5,33513,108,0,0
160,6987,78,1,5,31047,5,31114,66,267655,54546
161,6987,78,1,5,56608,5,56619,10,23909,11356
162,6987,78,1,5,56619,5,56662,43,21608,38845
163,11049,16,1,5,55708,5,55802,94,604870,71467
164,11049,16,1,5,55956,5,55961,4,4423,7791
165,12297,78,1,5,55269,5,55710,440,0,0
166,12297,78,1,5,55713,5,55768,55,585402,37463
167,12297,78,1,5,55769,5,55802,33,903382,64376
168,17625,16,1,5,32809,5,32842,33,696270,61440
169,22634,90,1,5,45224,5,45234,10,45427,13144
170,22634,90,1,5,45234,5,45247,13,380068,20522
171,22634,16,1,5,29268,5,29387,118,739354,71971
172,22634,16,1,5,29388,5,29465,77,93706,29191
173,22634,16,1,5,29483,5,29513,30,4046,3230
174,22634,16,1,5,29552,5,29584,32,163162,15057
175,10542,16,1,5,35959,5,35976,17,353069,50129
176,10010,77,0,5,51004,5,51021,17,186141,5077
177,2533,16,1,5,74590,5,74628,37,35461,37349
178,3633,16,1,5,77460,5,77530,70,0,0
179,3633,16,1,5,78075,5,78085,9,0,0
180,3633,16,1,5,78948,5,79046,97,0,0
181,3633,16,1,5,79109,5,79188,78,0,0
182,3633,16,1,5,79973,5,80079,106,0,0
183,3633,16,1,5,80081,5,80275,194,0,0
184,7682,78,1,5,58077,5,58260,182,1321150,96086
185,25485,16,1,5,41163,5,41521,358,1479497,86769
186,25485,16,1,5,41557,5,41559,2,0,549
187,25485,16,1,5,42246,5,42276,29,0,0
188,25485,16,1,5,42437,5,42448,11,22798,10545
189,25485,16,1,5,42922,5,42991,69,1019030,31971
190,25485,16,1,5,42993,5,43204,211,7199261,41511
191,25485,16,1,5,43232,5,43242,9,45,12
192,25485,16,1,5,43248,5,43252,4,14687,7824
193,23280,16,1,5,66635,5,66703,67,440386,111394
194,12368,16,1,5,71780,5,72069,288,2299865,71190
195,12368,16,1,5,72115,5,72485,369,1068866,92512
196,12368,16,1,5,72488,5,73156,667,6843389,109913
197,12837,74,1,5,73899,5,73904,5,67996,31301
198,22073,10,1,5,69250,5,69288,38,40568,4977
199,63,16,1,5,78261,5,78340,79,454689,27900
200,23635,16,1,5,37262,5,37308,46,646789,101939
201,23635,57,1,5,51183,5,51186,3,624,3604
202,13791,75,1,5,75015,5,75562,547,7273230,173624
203,13791,75,1,5,75566,5,75619,53,76426,6048
204,13791,75,1,5,75734,5,75820,86,1419627,28038
205,19779,78,1,5,32314,5,32401,86,1967596,58071
206,6320,78,1,5,1689,5,2292,603,20903105,394548
207,2321,66,1,5,30662,5,30673,10,444965,17230
208,2321,27,1,5,34038,5,34299,260,0,0
209,2321,27,1,5,34442,5,34455,12,132401,2460
210,2321,27,1,5,34486,5,34765,279,157429,9005
211,2321,16,1,5,35177,5,35379,202,63487177,115488
212,1752,16,1,5,28167,5,28233,65,406391,41069
213,1752,16,1,5,28237,5,28270,33,0,5952
214,1752,16,1,5,28284,5,28752,468,9791921,95657
215,7035,83,1,5,60099,5,60126,27,0,0
216,7035,16,1,5,63167,5,63245,78,616844,68297
217,7035,16,1,5,63336,5,63398,61,452709,44202
218,7035,83,1,5,63533,5,63597,64,1627901,78970
