,uid,appid,app_type,start_day,start_time,end_day,end_time,duration,up_flow,down_flow
0,25071,78,1,2,30371,2,30385,14,0,0
1,25071,78,1,2,32445,2,32473,28,0,0
2,25071,78,1,2,32485,2,32543,58,0,0
3,25071,78,1,2,32650,2,32656,6,0,0
4,25071,78,1,2,36777,2,36781,4,0,0
5,25071,78,1,2,36777,2,36782,5,0,0
6,1250,16,1,2,33839,2,33921,81,1157401,59221
7,15189,16,1,2,48764,2,48884,119,0,0
8,22824,16,1,2,40741,2,40787,45,7523064,137401
9,22824,16,1,2,40797,2,40798,1,279704,11821
10,22824,90,1,2,40819,2,40840,21,1344706,88916
11,20631,90,1,2,39746,2,39837,91,178365,16794
12,20631,90,1,2,40132,2,40141,9,0,0
13,20631,90,1,2,40246,2,40256,9,0,0
14,20631,90,1,2,40321,2,40326,5,0,0
15,20631,90,1,2,41294,2,41310,16,0,0
16,14772,16,1,2,25791,2,25828,36,0,0
17,14772,16,1,2,25860,2,25911,51,0,0
18,14772,16,1,2,26316,2,26500,184,0,0
19,4310,16,1,2,25345,2,25983,637,264,2242
20,8500,16,1,2,33529,2,33539,9,640,1511
21,8500,16,1,2,33539,2,33656,116,402370,26275
22,8500,16,1,2,33539,2,33656,117,0,0
23,8500,16,1,2,38513,2,38514,1,241313,10193
24,8500,16,1,2,46476,2,47125,648,8745368,309284
25,3757,16,1,2,24890,2,25077,186,0,0
26,11970,78,1,2,39460,2,39737,277,9527543,143641
27,11970,78,1,2,39740,2,39741,1,0,0
28,11970,78,1,2,39867,2,39871,4,295,2088
29,11970,78,1,2,39875,2,40104,229,4469214,104877
30,2955,16,1,2,37375,2,37379,4,0,0
31,2955,16,1,2,43462,2,43496,34,406515,37592
32,2955,16,1,2,44327,2,44330,2,13638,17477
33,3200,16,1,2,1424,2,1613,188,4563049,49196
34,3200,16,1,2,12556,2,13824,1267,9680121,337524
35,3200,16,1,2,18847,2,19214,366,2074485,66771
36,3200,16,1,2,19237,2,19483,246,2266220,65051
37,604,16,1,2,36724,2,36771,46,994183,47286
38,604,16,1,2,38048,2,38069,20,0,0
39,604,16,1,2,38159,2,38177,18,0,0
40,24201,16,1,2,27412,2,27459,47,454725,51827
41,24201,16,1,2,51779,2,51805,25,257737,30351
42,1985,10,1,2,80063,2,80065,2,0,0
43,1985,10,1,2,80065,2,80850,784,12845743,269916
44,1985,10,1,2,81624,2,81634,10,255174,34016
