,uid,appid,app_type,start_day,start_time,end_day,end_time,duration,up_flow,down_flow
0,24537,16,1,4,32034,4,32085,50,0,0
1,24537,16,1,4,32104,4,32146,42,0,0
2,24537,16,1,4,32148,4,32179,31,0,0
3,24537,16,1,4,32180,4,32194,14,0,0
4,24537,16,1,4,32196,4,32383,187,0,0
5,24537,16,1,4,32489,4,32495,6,0,0
6,24537,16,1,4,32496,4,32622,125,0,0
7,24537,16,1,4,32672,4,32680,8,0,0
8,24537,16,1,4,32681,4,32682,1,0,0
9,24537,16,1,4,34936,4,34978,42,0,0
10,24537,16,1,4,35058,4,35157,99,0,0
11,24537,16,1,4,35163,4,35174,10,0,0
12,24537,16,1,4,35766,4,35776,10,0,0
13,24537,16,1,4,36082,4,36086,4,0,0
14,24537,16,1,4,36092,4,36101,8,0,0
15,24537,16,1,4,36106,4,36109,3,0,0
16,3276,90,1,4,31521,4,31527,5,0,0
17,3276,90,1,4,32087,4,32095,8,0,0
18,3276,10,1,4,32131,4,32351,220,7439176,176427
19,3276,10,1,4,32369,4,32436,67,1187404,43140
20,3276,10,1,4,32450,4,32505,55,1081445,30955
21,3276,90,1,4,32506,4,32677,170,278107,75051
22,3276,90,1,4,32728,4,32733,4,0,0
23,3276,90,1,4,32766,4,32770,3,0,1057
24,3276,90,1,4,32773,4,32779,6,0,0
25,3276,90,1,4,32785,4,32788,3,432,2910
26,3276,90,1,4,51968,4,52029,61,870693,49999
27,3276,90,1,4,52062,4,52077,15,0,1914
28,3276,90,1,4,52085,4,52155,69,92929,31972
29,3276,90,1,4,52288,4,52411,123,227675,85272
30,3276,90,1,4,54130,4,54170,40,55699,34780
31,3276,90,1,4,54854,4,54992,138,133982,65367
32,3276,90,1,4,55028,4,55097,69,6042,6993
33,3276,16,1,4,58469,4,58482,13,256463,29560
34,3276,16,1,4,58503,4,58918,415,4672787,198657
35,3276,90,1,4,58920,4,60537,1617,32316183,956438
36,20923,78,1,4,42685,4,42735,49,744135,55005
37,20923,78,1,4,42736,4,42740,4,744,696
38,20923,21,1,4,42742,4,42889,147,238721,159511
39,21226,16,1,4,22982,4,23851,868,17189509,528305
40,11699,16,1,4,845,4,893,47,8294,10666
41,11699,16,1,4,901,4,905,4,4726,6607
42,11699,16,1,4,918,4,930,12,788105,59276
43,11699,16,1,4,1025,4,1104,78,99623,24470
44,25447,83,1,4,57593,4,57701,107,0,0
45,16697,47,1,4,4090,4,4706,615,3728533,116849
46,16423,16,1,4,36304,4,36338,34,297490,59397
47,16423,88,1,4,36341,4,36382,40,1195829,25386
48,16423,16,1,4,37863,4,38281,418,8731388,361843
49,16423,16,1,4,38590,4,38591,1,1795,1812
50,5188,16,1,4,5604,4,6265,661,15046403,257940
51,16423,16,1,4,39161,4,39205,44,171734,112852
52,16423,88,1,4,40349,4,40364,15,110732,13013
53,16423,16,1,4,46554,4,46600,46,149944,74008
54,16423,16,1,4,50286,4,50314,27,70194,76011
55,16423,88,1,4,28595,4,28622,26,20367,15770
56,1416,16,1,4,836,4,985,149,650315,47979
57,1416,16,1,4,2943,4,2948,4,12,12
58,1416,16,1,4,3496,4,3501,4,12,12
59,1416,16,1,4,3883,4,3892,9,12,12
60,1416,16,1,4,4735,4,4738,3,28621,13999
61,1416,16,1,4,6116,4,6669,552,3259455,168407
62,416,42,1,4,47490,4,47608,117,1611729,273769
63,416,21,1,4,47945,4,47947,1,0,0
64,416,21,1,4,47947,4,48345,397,10019303,224261
65,416,86,1,4,48350,4,49010,659,5284059,172754
66,416,86,1,4,49973,4,49990,17,6258,2436
67,416,86,1,4,50608,4,50907,299,1581446,59079
68,416,86,1,4,50927,4,50941,13,130511,1875
69,416,86,1,4,50952,4,51532,579,6374674,201430
70,416,86,1,4,52288,4,52376,87,99260,41779
71,416,86,1,4,52588,4,52845,256,197558,85436
72,17831,57,1,4,55112,4,55170,57,0,0
73,17831,57,1,4,55279,4,55283,4,0,0
74,15311,16,1,4,51823,4,51949,125,501586,26950
75,10000,16,1,4,5116,4,5468,352,0,0
76,1731,16,1,4,37350,4,37375,24,0,0
77,1731,16,1,4,37790,4,37880,89,0,0
78,1731,16,1,4,37931,4,37940,9,0,0
79,1731,16,1,4,38169,4,38172,3,0,0
80,25202,16,1,4,31975,4,32008,33,4532,5569
81,25202,16,1,4,32014,4,32054,40,5986,561575
82,25202,16,1,4,32110,4,32173,63,4721,14247
83,25202,16,1,4,32224,4,32240,15,7959,8058
84,25202,16,1,4,32246,4,32308,62,25843,622539
85,25202,16,1,4,32343,4,32377,34,4229,2784
86,25202,16,1,4,32384,4,32530,145,96940,558488
87,25202,16,1,4,32588,4,32671,83,87141,16013
88,25202,16,1,4,32689,4,32798,108,33387,17676
89,2128,16,1,4,49751,4,49763,11,196066,29546
90,2128,16,1,4,50144,4,50148,3,84910,2623
91,2128,16,1,4,50149,4,50451,302,2257821,100319
92,2128,16,1,4,31917,4,31998,80,1296763,91384
93,2128,16,1,4,32002,4,32007,5,12,12
94,25202,16,1,4,28628,4,28733,105,26361037,100738
95,25202,16,1,4,29430,4,29510,79,965916,42673
96,25202,16,1,4,29822,4,29857,35,12268,12104
97,25202,16,1,4,30103,4,30166,63,265859,7851
98,25202,16,1,4,30503,4,30514,11,9012,9462
99,25202,16,1,4,30732,4,30853,121,63998,23059
100,25202,16,1,4,30868,4,30874,6,8652,574517
101,25202,16,1,4,30883,4,30964,80,11480,160067
102,25202,16,1,4,30971,4,31036,65,4552,6338
103,25202,16,1,4,31076,4,31216,140,57327,23979
104,25202,16,1,4,31228,4,31233,4,11440,8802
105,25202,16,1,4,31319,4,31351,32,4664,10935
106,25202,16,1,4,31357,4,31457,99,58714,694024
107,25202,16,1,4,31463,4,31482,19,77093,6613
108,25202,16,1,4,31487,4,31524,36,6288,602910
109,25202,16,1,4,31525,4,31541,16,1137,12
110,25202,16,1,4,31552,4,31558,6,9081,496605
111,25202,16,1,4,31567,4,31569,2,5269,607482
112,25202,16,1,4,31577,4,31697,120,12087,625675
113,25202,16,1,4,31712,4,31776,63,5037,8734
114,25202,16,1,4,31785,4,31803,18,5815,536432
115,25202,16,1,4,31808,4,31828,20,5728,635812
116,25202,16,1,4,31844,4,31858,14,78928,8860
117,25202,16,1,4,31863,4,31890,26,9079,807576
118,25202,16,1,4,31928,4,31968,40,11689,1422168
119,21501,78,1,4,37085,4,37093,8,6576,15011
120,21501,78,1,4,37105,4,37427,322,3987646,245627
121,5731,16,1,4,32671,4,32762,90,0,0
122,21342,57,1,4,48710,4,48725,15,239485,14646
123,749,16,1,4,28215,4,28351,135,580696,65964
124,345,16,1,4,30040,4,30185,144,2721275,128871
125,345,70,1,4,32081,4,32167,85,0,0
126,345,70,1,4,32167,4,32234,66,1126,3645
127,345,16,1,4,36573,4,36787,213,4758622,131363
128,3204,16,1,4,40352,4,40357,5,116821,24654
129,3204,16,1,4,52579,4,52748,168,6177403,169508
130,3204,16,1,4,54008,4,54029,21,587584,37424
131,3204,16,1,4,56113,4,56117,4,133000,25028
132,2065,6,1,4,6067,4,6419,352,6243239,270604
133,23199,16,1,4,40759,4,40769,10,653661,28569
134,23199,16,1,4,40801,4,40805,4,789179,51412
135,23199,16,1,4,40928,4,40961,32,992705,37180
136,14246,83,1,4,21782,4,22043,261,718922,72521
137,21262,16,1,4,65032,4,65077,45,3656611,127897
138,21262,16,1,4,65206,4,65238,32,59646,14982
