,uid,appid,app_type,start_day,start_time,end_day,end_time,duration,up_flow,down_flow
0,3388,78,1,11,36604,11,36612,8,46095,3223
1,7584,16,1,11,28731,11,28779,47,12638484,20333
2,7584,16,1,11,28800,11,28818,17,4949410,26494
3,7584,78,1,11,46386,11,46488,101,4305598,108197
4,16966,16,1,11,40436,11,40852,415,2994703,173293
5,16966,16,1,11,40871,11,40950,78,1051306,25551
6,16966,16,1,11,41187,11,41483,295,2515388,74838
7,16966,16,1,11,41497,11,41500,3,10129,10324
8,16966,16,1,11,41562,11,41808,245,1566169,83083
9,16966,16,1,11,41895,11,42261,366,3954258,112674
10,16966,16,1,11,42387,11,43223,835,12894352,376426
11,16966,16,1,11,43396,11,43630,234,2130981,120456
12,16966,16,1,11,43714,11,43750,36,301006,44921
13,16966,16,1,11,43752,11,43780,28,16425,20908
14,17920,16,1,11,1091,11,1264,173,19233196,77836
15,12261,16,1,11,38793,11,39125,332,1509771,111839
16,12261,16,1,11,39246,11,39272,26,105398,9258
17,1130,78,1,11,111,11,216,104,1380022,45947
18,2504,47,1,11,74327,11,74678,351,40648597,206504
19,2504,47,1,11,74679,11,75247,568,24402792,180344
20,2504,47,1,11,75273,11,75282,9,24,1461
21,2504,47,1,11,75313,11,75885,571,26170502,244083
22,2504,47,1,11,75899,11,76620,720,81341313,436746
23,2504,16,1,11,76678,11,76681,2,29079,15257
24,2504,47,1,11,76683,11,76777,94,3285666,55442
25,17163,16,1,11,63927,11,63936,8,0,0
26,17163,16,1,11,64024,11,64062,37,0,0
27,17163,16,1,11,64096,11,64145,49,0,0
28,17163,16,1,11,64874,11,64892,18,0,0
29,17163,16,1,11,66859,11,66862,3,0,0
30,17163,16,1,11,66871,11,67559,687,0,0
31,17163,16,1,11,68789,11,68925,136,0,0
32,17163,16,1,11,69419,11,69440,20,0,0
33,17163,16,1,11,70211,11,70213,1,0,0
34,17163,16,1,11,71003,11,71190,186,0,0
35,7131,16,1,11,68797,11,69095,298,1666106,42357
36,7131,16,1,11,69108,11,69237,128,424926,47242
37,7131,16,1,11,69247,11,69514,267,1007081,26941
38,7131,16,1,11,71199,11,71342,143,1053691,110920
39,7131,16,1,11,71872,11,71881,9,647005,11794
40,7131,16,1,11,70389,11,70461,71,411630,62329
41,17140,78,1,11,79213,11,79568,354,0,0
42,20547,51,1,11,71707,11,71708,1,178,600
43,20547,51,1,11,72019,11,72020,1,8,8
44,20547,51,1,11,72020,11,72022,1,0,0
45,20547,51,1,11,73127,11,73131,1,0,0
46,20547,51,1,11,73134,11,73135,1,0,0
47,20547,51,1,11,73197,11,73198,1,595,3845
48,20547,16,1,11,73300,11,73343,42,537975,49483
49,20547,90,1,11,78599,11,78606,7,21213,9443
50,20547,90,1,11,78616,11,78618,2,4832,12697
51,20547,90,1,11,78622,11,78623,1,4416,9017
52,20547,90,1,11,78625,11,78629,3,8952,7236
53,24930,16,1,11,58283,11,58291,8,244620,33247
54,24930,16,1,11,58303,11,58609,306,6221633,126760
55,24930,16,1,11,51428,11,51964,535,8531103,236599
56,24930,16,1,11,63400,11,63621,220,1780993,117494
57,25560,10,1,11,80747,11,80767,20,382,5256
58,25560,10,1,11,80772,11,81036,264,5711383,99832
59,25560,10,1,11,81049,11,81961,911,18349459,527530
60,25560,10,1,11,79700,11,79752,52,1721126,54508
61,25560,10,1,11,79823,11,80712,889,18230424,484284
62,22928,16,1,11,70342,11,70430,88,19799364,91812
63,22928,16,1,11,70449,11,70479,29,6713315,11157
64,12735,16,1,11,36232,11,36353,120,17183918,53300
65,15307,16,1,11,26786,11,26787,1,0,0
66,15307,16,1,11,26794,11,27058,264,2526564,112058
67,11695,16,1,11,33192,11,33488,295,0,0
68,11695,16,1,11,33559,11,33570,11,0,0
69,11695,16,1,11,39115,11,39122,7,0,0
70,11695,16,1,11,39152,11,39418,266,0,0
71,22864,16,1,11,45159,11,45176,17,476573,1789
72,22864,16,1,11,45177,11,45272,94,1311462,4081
73,12769,16,1,11,5176,11,6053,877,0,0
74,12769,16,1,11,19652,11,22257,2604,0,0
75,20551,16,1,11,42075,11,42571,495,48541413,438647
76,15432,16,1,11,1223,11,1238,14,91479,83
77,15432,16,1,11,1238,11,1900,661,10435639,198778
78,15432,16,1,11,1910,11,2212,301,6624596,138039
79,19621,16,1,11,39327,11,39357,30,52406,20362
80,6761,16,1,11,35598,11,35615,16,6264277,28326
81,17264,90,1,11,48056,11,48088,32,2351800,29706
82,20333,16,1,11,43676,11,43690,14,134360,20712
83,8809,90,1,11,28004,11,29353,1348,0,0
84,8809,90,1,11,29365,11,30163,798,7230742,289852
85,8809,90,1,11,30332,11,30342,9,0,0
86,8809,90,1,11,33340,11,33347,7,41777,6310
87,11288,16,1,11,24979,11,25169,189,2087212,31358
88,11288,16,1,11,51965,11,52012,47,564626,27577
89,6235,16,1,11,35314,11,35335,21,19668,17077
90,22915,78,1,11,31750,11,31816,65,2675339,59402
91,8932,27,1,11,24269,11,24320,51,0,0
92,8775,16,1,11,48632,11,48660,28,518166,48310
93,20176,16,1,11,37585,11,37593,7,0,0
94,20176,16,1,11,37593,11,37606,13,0,0
95,20176,16,1,11,37681,11,37716,35,0,0
96,20176,16,1,11,38626,11,38700,74,0,0
97,20176,16,1,11,46674,11,46686,11,0,0
98,20176,16,1,11,46686,11,46687,1,0,0
99,20176,16,1,11,46692,11,46695,3,0,0
100,20176,16,1,11,46710,11,46816,105,0,0
101,20176,16,1,11,46828,11,46832,3,0,0
102,20176,16,1,11,46970,11,47106,136,0,0
103,20176,16,1,11,47124,11,47152,27,0,0
104,20176,16,1,11,47454,11,47500,46,0,0
105,20176,16,1,11,52998,11,53215,216,0,0
106,20176,16,1,11,53473,11,53492,18,0,0
107,20176,16,1,11,53495,11,53584,88,0,0
108,20176,16,1,11,53711,11,53813,102,0,0
109,20176,16,1,11,57582,11,57585,3,0,0
110,20176,16,1,11,57939,11,58041,102,0,0
111,20176,16,1,11,58245,11,58257,12,0,0
112,20176,16,1,11,58257,11,58305,47,0,0
113,20176,16,1,11,58375,11,58385,10,0,0
114,20176,16,1,11,61502,11,62100,598,0,0
115,8775,90,1,11,46149,11,46209,59,54009,21553
116,8775,90,1,11,46405,11,46411,6,7164,4995
117,4092,16,1,11,26518,11,26726,207,1477054,109791
118,4092,16,1,11,29797,11,29994,197,782036,77311
119,2578,78,1,11,36161,11,36170,8,195227,3609
120,2578,78,1,11,36170,11,36335,164,4337184,73243
121,13891,16,1,11,34483,11,34615,131,928787,43475
122,13891,16,1,11,61202,11,61203,1,0,0
123,13891,16,1,11,61203,11,61209,5,90748,1075
124,18524,16,1,11,64593,11,64596,3,2305,529
125,18524,16,1,11,64597,11,64643,45,36150,7732
126,8759,16,1,11,37176,11,37188,12,80347,14395
127,6987,78,1,11,53024,11,53073,48,329396,63638
128,6987,78,1,11,53073,11,53115,42,19515,22822
129,6987,78,1,11,60584,11,60756,172,176892,67210
130,18895,16,1,11,7114,11,7218,104,547411,42744
131,18895,16,1,11,7220,11,7682,462,3818945,45840
132,18895,16,1,11,7685,11,7786,101,1221997,27042
133,25001,16,1,11,49975,11,50003,27,434491,73472
134,25001,16,1,11,50013,11,50037,24,393429,49588
135,25001,16,1,11,50039,11,50107,68,272241,19973
136,25001,16,1,11,50123,11,50154,31,4891,8081
137,25001,16,1,11,50157,11,50178,20,3966,7657
138,25001,16,1,11,50273,11,50289,16,5542,2507
139,25001,16,1,11,50352,11,50361,9,115961,7164
140,2941,16,1,11,13101,11,13125,24,7738192,32922
141,2941,16,1,11,13140,11,13438,297,28881104,73076
142,2941,16,1,11,13450,11,14104,653,4113942,117519
143,2941,16,1,11,14107,11,14329,221,1525285,89953
144,2941,83,1,11,14334,11,14363,29,644559,25349
145,2941,83,1,11,14396,11,14402,5,0,0
146,2941,83,1,11,16192,11,16285,93,953054,48958
147,2941,83,1,11,25776,11,25921,144,539968,40202
148,2941,83,1,11,26023,11,26030,7,987,2016
