,uid,appid,app_type,start_day,start_time,end_day,end_time,duration,up_flow,down_flow
0,4488,9,1,7,13905,7,13921,16,27392,17601
1,12233,16,1,7,4037,7,4041,4,0,0
2,9348,16,1,7,28286,7,28312,26,647991,20874
3,9348,16,1,7,31313,7,31402,89,1260490,67856
4,9348,16,1,7,31409,7,31427,18,35422,21166
5,5289,16,1,7,294,7,318,24,566743,5075
6,5289,16,1,7,319,7,621,302,1691009,36669
7,5289,16,1,7,5026,7,5610,584,5811295,141709
8,5289,16,1,7,5827,7,5836,8,0,0
9,5289,16,1,7,5837,7,5847,9,0,0
10,5289,16,1,7,5848,7,6566,717,7296640,78244
11,21226,16,1,6,86379,7,17,38,597388,72163
12,21226,16,1,7,879,7,895,16,514322,48027
13,21226,16,1,7,24041,7,24461,420,2717574,115687
14,21226,16,1,7,24476,7,25829,1353,18898404,322468
15,21226,16,1,7,26021,7,26050,29,219284,20314
16,21226,16,1,7,27711,7,27734,23,1010072,90515
17,21226,16,1,7,27740,7,27823,82,133078,59368
18,21226,16,1,7,27839,7,27858,19,161519,9985
19,21226,16,1,7,27878,7,30050,2172,7304678,366456
20,62,16,1,7,2243,7,2358,114,46157,39835
21,62,16,1,7,2362,7,2377,15,18177,9123
22,62,16,1,7,5406,7,5686,279,5294,8592
23,62,16,1,7,10851,7,10969,117,12,12
24,1858,78,1,7,31982,7,32027,45,1641193,71424
25,25144,16,1,7,1696,7,1899,202,1400526,75950
26,25144,90,1,7,1900,7,2494,594,9185122,276704
27,3457,16,1,7,35057,7,35066,9,0,0
28,21708,90,1,7,30777,7,30831,54,257993,34973
29,21708,90,1,7,34482,7,34483,1,0,0
30,21708,90,1,7,35246,7,35248,2,432,2099
31,1604,16,1,7,582,7,641,59,3304,3359
32,1604,16,1,7,706,7,1381,675,4363635,334645
33,1604,16,1,7,1383,7,1537,153,1022310,136350
34,22425,16,1,7,3612,7,3687,74,1900593,119444
35,22425,16,1,7,3725,7,4165,439,2670116,62716
36,22425,16,1,7,5126,7,5141,15,12,12
37,22425,16,1,7,5915,7,6076,160,1423996,27942
38,13483,16,1,7,60981,7,62773,1792,0,0
39,13483,16,1,7,62778,7,63761,982,0,0
40,13483,16,1,7,63762,7,63918,156,0,0
41,13483,16,1,7,65833,7,65836,3,0,0
42,5927,16,0,7,23916,7,24076,159,22860578,62889
43,5927,16,0,7,24144,7,24156,11,10210162,92
44,5927,16,0,7,24239,7,24242,3,113258,9869
45,23002,16,1,7,7183,7,7774,590,6131698,219593
46,7748,16,1,7,13600,7,13626,26,804922,121731
47,7748,16,1,7,39056,7,39069,13,974689,41701
48,4419,78,1,7,4705,7,4731,26,369081,17807
49,4419,16,1,7,4733,7,4781,47,990547,72849
50,4419,78,1,7,5069,7,5076,7,156207,10955
51,4419,16,1,7,5079,7,5150,70,278223,61375
52,8815,16,1,7,24852,7,25437,584,0,0
53,8259,57,1,7,31012,7,31065,53,281521,14238
54,8259,57,1,7,42531,7,42533,1,0,0
55,8259,57,1,7,42534,7,42563,29,23105,1787
56,716,16,1,7,17348,7,17775,427,10146313,251648
57,716,16,1,7,17776,7,17863,87,603530,15790
58,716,16,1,7,18023,7,18036,12,12,12
59,716,16,1,7,18036,7,19315,1278,23200045,443002
60,716,16,1,7,20200,7,20212,12,12,12
61,716,16,1,7,21156,7,21168,12,12,12
62,716,16,1,7,22103,7,22105,1,12,12
63,716,16,1,7,22105,7,22397,292,5541175,124082
64,716,16,1,7,25039,7,25043,4,19683,59335
65,15696,16,1,7,25013,7,25019,6,209365,20108
66,2304,16,1,7,32502,7,32504,2,295408,17778
67,13159,16,1,6,86361,7,34,72,0,0
68,13254,16,1,7,22136,7,22223,86,1275315,65122
69,13254,16,1,7,27351,7,27476,124,340770,42423
70,10229,58,1,7,38182,7,38211,29,29195,59643
71,345,16,1,7,26503,7,26515,12,930387,36831
72,25593,16,1,7,26876,7,26974,98,0,0
73,21933,66,1,7,30240,7,30342,102,3187929,84449
74,21933,66,1,7,30350,7,30809,458,10589002,364916
75,21933,66,1,7,30818,7,31515,697,2924040,161490
76,21933,66,1,7,31770,7,32083,313,2708971,212294
