,uid,appid,app_type,start_day,start_time,end_day,end_time,duration,up_flow,down_flow
0,6552,16,1,1,31180,1,31383,202,1749936,143212
1,6552,16,1,1,33350,1,33371,21,106018,31093
2,6552,16,1,1,36598,1,37194,595,6827401,283820
3,6552,16,1,1,37422,1,37428,5,12,12
4,6552,16,1,1,39736,1,39741,5,233002,10061
5,6552,16,1,1,39754,1,39767,12,9534,11822
6,6552,16,1,1,39770,1,39806,36,16898,5245
7,6552,16,1,1,39840,1,39917,76,1169263,38937
8,6552,16,1,1,39926,1,39972,45,113710,10910
9,6552,16,1,1,40128,1,40132,4,8586,7556
10,6552,16,1,1,40149,1,40187,37,2667,8303
11,6552,16,1,1,40271,1,40275,4,2945,3542
12,6552,16,1,1,40291,1,40405,113,196921,29208
13,6552,16,1,1,40407,1,40438,31,276623,20151
14,6552,16,1,1,40442,1,40483,40,543884,14997
15,6552,16,1,1,40566,1,40668,102,148662,27524
16,6552,16,1,1,40751,1,40786,35,32860,15562
17,6552,16,1,1,40809,1,40845,36,13478,4260
18,6552,16,1,1,40874,1,40921,47,13988,11326
19,6552,16,1,1,40935,1,40972,37,584504,34761
20,23407,16,1,1,33019,1,33096,76,0,0
21,23407,79,1,1,33706,1,33721,15,0,0
22,23407,72,1,1,33724,1,33734,10,0,0
23,23178,10,1,1,413,1,444,31,1044188,39320
24,1803,16,1,1,1683,1,1689,5,0,0
25,1803,16,1,1,2999,1,3002,2,12,12
26,1803,16,1,1,4460,1,4470,10,12,12
27,1803,16,1,1,4767,1,4787,19,24,24
28,1803,16,1,1,4809,1,4811,1,0,0
29,1803,16,1,1,6707,1,6711,3,0,0
30,1803,16,1,1,8522,1,8524,2,0,0
31,1803,16,1,1,10381,1,10382,1,0,0
32,1803,16,1,1,12250,1,12251,1,0,0
33,1803,16,1,1,14073,1,14075,1,0,0
34,1803,16,1,1,15891,1,15893,1,0,0
35,20180,16,1,1,35124,1,35132,8,33576,20375
36,20317,16,1,1,1659,1,2142,482,9285382,171359
37,16864,16,1,1,26132,1,26149,17,622299,55629
38,16864,90,1,1,26153,1,26167,14,400609,110610
