,uid,appid,app_type,start_day,start_time,end_day,end_time,duration,up_flow,down_flow
0,18773,90,1,3,29793,3,29838,44,458023,38298
1,18773,78,1,3,50553,3,50989,436,4720146,170994
2,21226,16,1,2,85301,3,417,1515,7663018,261641
3,21226,16,1,3,3862,3,4224,362,2308437,57641
4,21226,16,1,3,3862,3,4225,362,0,0
5,21226,16,1,3,4227,3,5274,1046,12102681,268991
6,19539,16,1,3,2936,3,3087,150,740275,96977
7,19416,16,1,3,2997,3,3598,601,41310,45465
8,19416,16,1,3,5099,3,5103,4,0,383
9,21348,75,1,3,3691,3,4756,1065,19153273,216753
10,21348,16,1,3,5506,3,5507,1,0,0
11,21348,16,1,3,5508,3,5606,98,9736,9458
12,363,16,1,3,981,3,990,9,525954,29092
13,12040,16,1,3,16022,3,16033,11,0,0
14,12040,16,1,3,16049,3,16127,77,684428,91513
15,21002,16,1,3,2141,3,2167,25,827623,90310
16,7620,90,1,3,14925,3,14930,5,16770,27667
17,19569,16,1,3,7662,3,8824,1162,38047964,484438
18,2163,16,1,3,645,3,1361,716,0,0
19,22722,90,1,3,26098,3,26112,13,6434568,0
20,4488,9,1,3,1860,3,1873,13,19547,20403
21,17511,16,1,3,4987,3,5873,885,8315323,315023
22,17511,16,1,3,5876,3,6095,218,1280561,172680
23,10302,20,1,3,26926,3,27358,431,18971226,142846
24,5059,16,1,2,85654,3,75,820,7135431,303466
25,1004,90,1,3,13630,3,13943,313,9605783,135433
26,942,16,1,2,86091,3,13,322,6332877,135850
27,942,16,1,3,51,3,291,239,849279,57616
28,942,16,1,3,304,3,339,35,7146,16889
29,4897,16,1,3,24433,3,24509,75,6505004,184076
30,4897,16,1,3,24950,3,25789,839,12198488,332233
31,4897,16,1,3,25790,3,25918,127,1486279,45894
32,11850,16,1,3,591,3,717,126,2143311,62554
33,7048,16,1,2,86317,3,69,152,590389,70386
34,16896,58,1,3,6818,3,6832,13,0,0
35,15201,16,1,2,86302,3,43,141,1276545,36587
36,15201,16,1,3,54,3,737,683,18646043,275806
37,25052,66,1,3,29024,3,29030,6,0,0
38,25052,66,1,3,29578,3,29675,96,2676448,48014
39,25052,66,1,3,29753,3,29786,33,603565,9294
40,25052,16,1,3,30278,3,30280,2,0,0
41,16232,16,1,3,6300,3,6340,39,0,0
42,16232,16,1,3,10379,3,10389,10,0,0
43,16232,16,1,3,10654,3,10712,57,0,0
44,4245,77,1,3,14227,3,14613,385,0,0
45,21565,78,1,3,23625,3,23744,119,0,0
46,5726,16,1,3,78479,3,78649,169,556862,60619
47,5726,16,1,3,79162,3,79440,277,5219504,101272
48,5726,16,1,3,79536,3,80465,928,5687272,99739
49,21000,72,1,3,80560,3,80563,2,0,0
50,21000,72,1,3,80895,3,80904,9,0,0
51,21000,72,1,3,82858,3,82873,15,0,0
